id,text,url
PLAIN-557,Ancel Keys,http://nutritionfacts.org/topics/ancel-keys/
PLAIN-558,anchovies,http://nutritionfacts.org/topics/anchovies/
PLAIN-559,anemia,http://nutritionfacts.org/topics/anemia/
PLAIN-562,Angelina Jolie,http://nutritionfacts.org/topics/angelina-jolie/
PLAIN-563,angina,http://nutritionfacts.org/topics/angina/
PLAIN-564,angiogenesis,http://nutritionfacts.org/topics/angiogenesis/
PLAIN-565,angiogram,http://nutritionfacts.org/topics/angiogram/
PLAIN-566,angiography,http://nutritionfacts.org/topics/angiography/
PLAIN-567,animal fat,http://nutritionfacts.org/topics/animal-fat/
PLAIN-568,animal products,http://nutritionfacts.org/topics/animal-products/
PLAIN-569,animal protein,http://nutritionfacts.org/topics/animal-protein/
PLAIN-572,anise,http://nutritionfacts.org/topics/anise/
PLAIN-573,ankylosing spondylitis,http://nutritionfacts.org/topics/ankylosing-spondylitis/
PLAIN-576,antacids,http://nutritionfacts.org/topics/antacids/
PLAIN-577,Antarctica,http://nutritionfacts.org/topics/antarctica/
PLAIN-578,anthocyanins,http://nutritionfacts.org/topics/anthocyanins/
PLAIN-579,antiangiogenesis,http://nutritionfacts.org/topics/antiangiogenesis/
PLAIN-580,antibiotics,http://nutritionfacts.org/topics/antibiotics/
PLAIN-581,antidepressants,http://nutritionfacts.org/topics/antidepressants/
PLAIN-584,antioxidants,http://nutritionfacts.org/topics/antioxidants/
PLAIN-585,antiperspirant,http://nutritionfacts.org/topics/antiperspirant/
PLAIN-586,antiseptic,http://nutritionfacts.org/topics/antiseptic/
PLAIN-587,anxiety,http://nutritionfacts.org/topics/anxiety/
PLAIN-588,aorta,http://nutritionfacts.org/topics/aorta/
PLAIN-589,aortic aneurysm,http://nutritionfacts.org/topics/aortic-aneurysm/
PLAIN-590,apes,http://nutritionfacts.org/topics/apes/
PLAIN-591,aphthous ulcers,http://nutritionfacts.org/topics/aphthous-ulcers/
PLAIN-594,appendicitis,http://nutritionfacts.org/topics/appendicitis/
PLAIN-595,apple juice,http://nutritionfacts.org/topics/apple-juice/
PLAIN-596,Applebee's,http://nutritionfacts.org/topics/applebees/
PLAIN-597,apples,http://nutritionfacts.org/topics/apples/
PLAIN-598,apricots,http://nutritionfacts.org/topics/apricots/
PLAIN-599,arachidonic acid,http://nutritionfacts.org/topics/arachidonic-acid/
PLAIN-600,areca nuts,http://nutritionfacts.org/topics/areca-nuts/
PLAIN-601,arginine,http://nutritionfacts.org/topics/arginine/
PLAIN-604,aromatase,http://nutritionfacts.org/topics/aromatase/
PLAIN-605,aromatherapy,http://nutritionfacts.org/topics/aromatherapy/
PLAIN-606,arsenic,http://nutritionfacts.org/topics/arsenic/
PLAIN-607,arthritis,http://nutritionfacts.org/topics/arthritis/
PLAIN-608,artichokes,http://nutritionfacts.org/topics/artichokes/
PLAIN-609,artificial colors,http://nutritionfacts.org/topics/artificial-colors/
PLAIN-610,artificial flavors,http://nutritionfacts.org/topics/artificial-flavors/
PLAIN-611,artificial sweeteners,http://nutritionfacts.org/topics/artificial-sweeteners/
PLAIN-614,Asia,http://nutritionfacts.org/topics/asia/
PLAIN-615,Asian markets,http://nutritionfacts.org/topics/asian-markets/
PLAIN-616,asparagus,http://nutritionfacts.org/topics/asparagus/
PLAIN-617,aspartame,http://nutritionfacts.org/topics/aspartame/
PLAIN-618,aspirin,http://nutritionfacts.org/topics/aspirin/
PLAIN-619,asthma,http://nutritionfacts.org/topics/asthma/
PLAIN-620,astrocytes,http://nutritionfacts.org/topics/astrocytes/
PLAIN-621,athletes,http://nutritionfacts.org/topics/athletes/
PLAIN-624,ATP,http://nutritionfacts.org/topics/atp/
PLAIN-625,atrial fibrillation,http://nutritionfacts.org/topics/atrial-fibrillation/
PLAIN-626,attention deficit,http://nutritionfacts.org/topics/attention-deficit/
PLAIN-628,Australia,http://nutritionfacts.org/topics/australia/
PLAIN-629,autism,http://nutritionfacts.org/topics/autism/
PLAIN-630,autoimmune diseases,http://nutritionfacts.org/topics/autoimmune-diseases/
PLAIN-631,autophagy,http://nutritionfacts.org/topics/autophagy/
PLAIN-632,avian leukosis/sarcoma virus,http://nutritionfacts.org/topics/avian-leukosissarcoma-virus/
PLAIN-635,Ayurvedic medicine,http://nutritionfacts.org/topics/ayurvedic-medicine/
PLAIN-636,azarcon,http://nutritionfacts.org/topics/azarcon/
PLAIN-637,b12,http://nutritionfacts.org/topics/b12/
PLAIN-639,back pain,http://nutritionfacts.org/topics/back-pain/
PLAIN-640,bacon,http://nutritionfacts.org/topics/bacon/
PLAIN-641,bacterial vaginosis,http://nutritionfacts.org/topics/bacterial-vaginosis/
PLAIN-642,bacteriophages,http://nutritionfacts.org/topics/bacteriophages/
PLAIN-643,Bacteroidetes,http://nutritionfacts.org/topics/bacteroidetes/
PLAIN-646,baked beans,http://nutritionfacts.org/topics/baked-beans/
PLAIN-647,baking,http://nutritionfacts.org/topics/baking/
PLAIN-648,baking soda,http://nutritionfacts.org/topics/baking-soda/
PLAIN-649,bamboo shoots,http://nutritionfacts.org/topics/bamboo-shoots/
PLAIN-650,bananas,http://nutritionfacts.org/topics/bananas/
PLAIN-651,barbecuing,http://nutritionfacts.org/topics/barbecuing/
PLAIN-653,bargains,http://nutritionfacts.org/topics/bargains/
PLAIN-655,barley,http://nutritionfacts.org/topics/barley/
PLAIN-661,beef,http://nutritionfacts.org/topics/beef/
PLAIN-662,beef brains,http://nutritionfacts.org/topics/beef-brains/
PLAIN-663,beer,http://nutritionfacts.org/topics/beer/
PLAIN-664,beet greens,http://nutritionfacts.org/topics/beet-greens/
PLAIN-665,beet juice,http://nutritionfacts.org/topics/beet-juice/
PLAIN-667,beets,http://nutritionfacts.org/topics/beets/
PLAIN-668,beeturia,http://nutritionfacts.org/topics/beeturia/
PLAIN-669,Belgium,http://nutritionfacts.org/topics/belgium/
PLAIN-672,benzodiazepines,http://nutritionfacts.org/topics/benzodiazepines/
PLAIN-673,bergamots,http://nutritionfacts.org/topics/bergamots/
PLAIN-674,bergamottin,http://nutritionfacts.org/topics/bergamottin/
PLAIN-675,beriberi,http://nutritionfacts.org/topics/beriberi/
PLAIN-676,berries,http://nutritionfacts.org/topics/berries/
PLAIN-677,beta carotene,http://nutritionfacts.org/topics/beta-carotene/
PLAIN-678,beta glucan,http://nutritionfacts.org/topics/beta-glucan/
PLAIN-679,beta waves,http://nutritionfacts.org/topics/beta-waves/
PLAIN-682,beverages,http://nutritionfacts.org/topics/beverages/
PLAIN-683,BHA,http://nutritionfacts.org/topics/bha/
PLAIN-684,bibhitaki fruit,http://nutritionfacts.org/topics/bibhitaki-fruit/
PLAIN-685,biblical teachings,http://nutritionfacts.org/topics/biblical-teachings/
PLAIN-686,Big Mac,http://nutritionfacts.org/topics/big-mac/
PLAIN-687,bile acids,http://nutritionfacts.org/topics/bile-acids/
PLAIN-688,Bill Gates,http://nutritionfacts.org/topics/bill-gates/
PLAIN-689,billberries,http://nutritionfacts.org/topics/billberries/
PLAIN-692,biogenic amines,http://nutritionfacts.org/topics/biogenic-amines/
PLAIN-693,biomagnification,http://nutritionfacts.org/topics/biomagnification/
PLAIN-694,biomarkers,http://nutritionfacts.org/topics/biomarkers/
PLAIN-695,bipolar disorder,http://nutritionfacts.org/topics/bipolar-disorder/
PLAIN-696,birth control pills,http://nutritionfacts.org/topics/birth-control-pills/
PLAIN-697,birth defects,http://nutritionfacts.org/topics/birth-defects/
PLAIN-698,Biscuit Cake Chocolate and Confectionery Association,http://nutritionfacts.org/topics/biscuit-cake-chocolate-and-confectionery-association/
PLAIN-699,bison,http://nutritionfacts.org/topics/bison/
PLAIN-702,black tea,http://nutritionfacts.org/topics/black-tea/
PLAIN-703,blackberries,http://nutritionfacts.org/topics/blackberries/
PLAIN-704,bladder cancer,http://nutritionfacts.org/topics/bladder-cancer/
PLAIN-705,bladder disease,http://nutritionfacts.org/topics/bladder-disease/
PLAIN-706,bladder health,http://nutritionfacts.org/topics/bladder-health/
PLAIN-707,bladder infections,http://nutritionfacts.org/topics/bladder-infections/
PLAIN-708,blindness,http://nutritionfacts.org/topics/blindness/
PLAIN-709,bloating,http://nutritionfacts.org/topics/bloating/
PLAIN-712,blood donation,http://nutritionfacts.org/topics/blood-donation/
PLAIN-713,blood pressure,http://nutritionfacts.org/topics/blood-pressure/
PLAIN-714,blood sugar,http://nutritionfacts.org/topics/blood-sugar/
PLAIN-715,blood thinning,http://nutritionfacts.org/topics/blood-thinning/
PLAIN-716,blood type diet,http://nutritionfacts.org/topics/blood-type-diet/
PLAIN-717,blood-letting,http://nutritionfacts.org/topics/blood-letting/
PLAIN-718,blue-green algae,http://nutritionfacts.org/topics/blue-green-algae/
PLAIN-719,blueberries,http://nutritionfacts.org/topics/blueberries/
PLAIN-722,body building,http://nutritionfacts.org/topics/body-building/
PLAIN-723,body fat,http://nutritionfacts.org/topics/body-fat/
PLAIN-724,body odor,http://nutritionfacts.org/topics/body-odor/
PLAIN-725,boiling,http://nutritionfacts.org/topics/boiling/
PLAIN-726,bok choy,http://nutritionfacts.org/topics/bok-choy/
PLAIN-727,bokhoor,http://nutritionfacts.org/topics/bokhoor/
PLAIN-728,bolete mushroom,http://nutritionfacts.org/topics/bolete-mushroom/
PLAIN-729,bologna,http://nutritionfacts.org/topics/bologna/
PLAIN-732,bone health,http://nutritionfacts.org/topics/bone-health/
PLAIN-733,bone marrow health,http://nutritionfacts.org/topics/bone-marrow-health/
PLAIN-734,bone mineral density,http://nutritionfacts.org/topics/bone-mineral-density/
PLAIN-735,boron,http://nutritionfacts.org/topics/boron/
PLAIN-736,Boston,http://nutritionfacts.org/topics/boston/
PLAIN-737,botulism,http://nutritionfacts.org/topics/botulism/
PLAIN-738,bovine leukemia virus,http://nutritionfacts.org/topics/bovine-leukemia-virus/
PLAIN-739,bowel movements,http://nutritionfacts.org/topics/bowel-movements/
PLAIN-742,Bragg Liquid Aminos,http://nutritionfacts.org/topics/bragg-liquid-aminos/
PLAIN-743,brain disease,http://nutritionfacts.org/topics/brain-disease/
PLAIN-744,brain health,http://nutritionfacts.org/topics/brain-health/
PLAIN-745,brain parasites,http://nutritionfacts.org/topics/brain-parasites/
PLAIN-746,brain surgery,http://nutritionfacts.org/topics/brain-surgery/
PLAIN-747,brain tumors,http://nutritionfacts.org/topics/brain-tumors/
PLAIN-748,brain waves,http://nutritionfacts.org/topics/brain-waves/
PLAIN-749,brains,http://nutritionfacts.org/topics/brains/
PLAIN-752,bread,http://nutritionfacts.org/topics/bread/
PLAIN-753,breakfast,http://nutritionfacts.org/topics/breakfast/
PLAIN-754,breakfast cereal,http://nutritionfacts.org/topics/breakfast-cereal/
PLAIN-755,breast cancer,http://nutritionfacts.org/topics/breast-cancer/
PLAIN-756,breast cancer survival,http://nutritionfacts.org/topics/breast-cancer-survival/
PLAIN-757,breast development,http://nutritionfacts.org/topics/breast-development/
PLAIN-758,breast disease,http://nutritionfacts.org/topics/breast-disease/
PLAIN-759,breast health,http://nutritionfacts.org/topics/breast-health/
PLAIN-762,breastfeeding,http://nutritionfacts.org/topics/breastfeeding/
PLAIN-763,Brenda Davis,http://nutritionfacts.org/topics/brenda-davis/
PLAIN-764,brewer's yeast,http://nutritionfacts.org/topics/brewers-yeast/
PLAIN-765,bristle cone pine,http://nutritionfacts.org/topics/bristle-cone-pine/
PLAIN-766,broad beans,http://nutritionfacts.org/topics/broad-beans/
PLAIN-767,broccoli,http://nutritionfacts.org/topics/broccoli/
PLAIN-768,broccoli raab,http://nutritionfacts.org/topics/broccoli-raab/
PLAIN-769,broccoli sprouts,http://nutritionfacts.org/topics/broccoli-sprouts/
PLAIN-773,brown rice syrup,http://nutritionfacts.org/topics/brown-rice-syrup/
PLAIN-774,brown sugar,http://nutritionfacts.org/topics/brown-sugar/
PLAIN-775,Brussels sprouts,http://nutritionfacts.org/topics/brussels-sprouts/
PLAIN-776,BT corn,http://nutritionfacts.org/topics/bt-corn/
PLAIN-777,buckwheat,http://nutritionfacts.org/topics/buckwheat/
PLAIN-778,Buddhists,http://nutritionfacts.org/topics/buddhists/
PLAIN-779,Burger King,http://nutritionfacts.org/topics/burger-king/
PLAIN-780,burgers,http://nutritionfacts.org/topics/burgers/
PLAIN-783,butcher's warts,http://nutritionfacts.org/topics/butchers-warts/
PLAIN-784,butter,http://nutritionfacts.org/topics/butter/
PLAIN-785,butter flavor,http://nutritionfacts.org/topics/butter-flavor/
PLAIN-786,buttermilk,http://nutritionfacts.org/topics/buttermilk/
PLAIN-787,butternut squash,http://nutritionfacts.org/topics/butternut-squash/
PLAIN-788,butyrate,http://nutritionfacts.org/topics/butyrate/
PLAIN-789,C-reactive protein,http://nutritionfacts.org/topics/c-reactive-protein/
PLAIN-790,C. diff,http://nutritionfacts.org/topics/c-diff/
PLAIN-793,cadavers,http://nutritionfacts.org/topics/cadavers/
PLAIN-795,cadmium,http://nutritionfacts.org/topics/cadmium/
PLAIN-796,caesarean section,http://nutritionfacts.org/topics/caesarean-section/
PLAIN-797,caffeine,http://nutritionfacts.org/topics/caffeine/
PLAIN-798,cake,http://nutritionfacts.org/topics/cake/
PLAIN-799,calcium,http://nutritionfacts.org/topics/calcium/
PLAIN-801,California,http://nutritionfacts.org/topics/california/
PLAIN-802,California Dried Plum Board,http://nutritionfacts.org/topics/california-dried-plum-board/
PLAIN-807,calories,http://nutritionfacts.org/topics/calories/
PLAIN-809,Camplyobacter,http://nutritionfacts.org/topics/camplyobacter/
PLAIN-810,Campylobacter,http://nutritionfacts.org/topics/campylobacter/
PLAIN-811,Canada,http://nutritionfacts.org/topics/canada/
PLAIN-812,cancer,http://nutritionfacts.org/topics/cancer/
PLAIN-813,cancer stem cells,http://nutritionfacts.org/topics/cancer-stem-cells/
PLAIN-814,cancer survival,http://nutritionfacts.org/topics/cancer-survival/
PLAIN-815,cancer viruses,http://nutritionfacts.org/topics/cancer-viruses/
PLAIN-818,Cannabis,http://nutritionfacts.org/topics/cannabis/
PLAIN-819,cannibalism,http://nutritionfacts.org/topics/cannibalism/
PLAIN-820,canola,http://nutritionfacts.org/topics/canola/
PLAIN-821,cans,http://nutritionfacts.org/topics/cans/
PLAIN-822,cantaloupe,http://nutritionfacts.org/topics/cantaloupe/
PLAIN-823,canthaxanthines,http://nutritionfacts.org/topics/canthaxanthines/
PLAIN-824,capsaicin,http://nutritionfacts.org/topics/capsaicin/
PLAIN-825,caramel color,http://nutritionfacts.org/topics/caramel-color/
PLAIN-828,cardamom,http://nutritionfacts.org/topics/cardamom/
PLAIN-829,cardiac disease,http://nutritionfacts.org/topics/cardiac-disease/
PLAIN-830,cardiac health,http://nutritionfacts.org/topics/cardiac-health/
PLAIN-831,cardiovascular disease,http://nutritionfacts.org/topics/cardiovascular-disease/
PLAIN-832,cardiovascular health,http://nutritionfacts.org/topics/cardiovascular-health/
PLAIN-833,carnitine,http://nutritionfacts.org/topics/carnitine/
PLAIN-834,carnitine palmitoyl transferase,http://nutritionfacts.org/topics/carnitinepalmitoyltransferase/
PLAIN-836,carob,http://nutritionfacts.org/topics/carob/
PLAIN-839,carrots,http://nutritionfacts.org/topics/carrots/
PLAIN-840,cartilage health,http://nutritionfacts.org/topics/cartilage-health/
PLAIN-841,casein,http://nutritionfacts.org/topics/casein/
PLAIN-842,cashews,http://nutritionfacts.org/topics/cashews/
PLAIN-843,casomorphin,http://nutritionfacts.org/topics/casomorphin/
PLAIN-844,CAT scan,http://nutritionfacts.org/topics/cat-scan/
PLAIN-845,cataracts,http://nutritionfacts.org/topics/cataracts/
PLAIN-847,catfish,http://nutritionfacts.org/topics/catfish/
PLAIN-851,cavities,http://nutritionfacts.org/topics/cavities/
PLAIN-852,Cayenne pepper,http://nutritionfacts.org/topics/cayenne-pepper/
PLAIN-853,CDC,http://nutritionfacts.org/topics/cdc/
PLAIN-854,celery,http://nutritionfacts.org/topics/celery/
PLAIN-855,celery root,http://nutritionfacts.org/topics/celery-root/
PLAIN-856,celiac disease,http://nutritionfacts.org/topics/celiac-disease/
PLAIN-857,cell death,http://nutritionfacts.org/topics/cell-death/
PLAIN-858,cell phones,http://nutritionfacts.org/topics/cell-phones/
PLAIN-861,Center for Science in the Public Interest,http://nutritionfacts.org/topics/center-for-science-in-the-public-interest/
PLAIN-863,ceramide,http://nutritionfacts.org/topics/ceramide/
PLAIN-864,cervical cancer,http://nutritionfacts.org/topics/cervical-cancer/
PLAIN-865,cervix health,http://nutritionfacts.org/topics/cervix-health/
PLAIN-866,cesium,http://nutritionfacts.org/topics/cesium/
PLAIN-867,cetuximab,http://nutritionfacts.org/topics/cetuximab/
PLAIN-868,chai tea,http://nutritionfacts.org/topics/chai-tea/
PLAIN-870,chamomile tea,http://nutritionfacts.org/topics/chamomile-tea/
PLAIN-873,Cheerios,http://nutritionfacts.org/topics/cheerios/
PLAIN-874,cheese,http://nutritionfacts.org/topics/cheese/
PLAIN-875,cheese effect,http://nutritionfacts.org/topics/cheese-effect/
PLAIN-876,cheese fly,http://nutritionfacts.org/topics/cheese-fly/
PLAIN-877,cheese itch,http://nutritionfacts.org/topics/cheese-itch/
PLAIN-878,cheese mites,http://nutritionfacts.org/topics/cheese-mites/
PLAIN-879,cheese puffs,http://nutritionfacts.org/topics/cheese-puffs/
PLAIN-880,chemical sensitivities,http://nutritionfacts.org/topics/chemical-sensitivities/
PLAIN-883,cherries,http://nutritionfacts.org/topics/cherries/
PLAIN-884,chervil,http://nutritionfacts.org/topics/chervil/
PLAIN-885,chestnuts,http://nutritionfacts.org/topics/chestnuts/
PLAIN-886,chewing,http://nutritionfacts.org/topics/chewing/
PLAIN-887,chewing gum,http://nutritionfacts.org/topics/chewing-gum/
PLAIN-888,chia seeds,http://nutritionfacts.org/topics/chia-seeds/
PLAIN-889,Chick-fil-A,http://nutritionfacts.org/topics/chick-fil-a/
PLAIN-890,chicken,http://nutritionfacts.org/topics/chicken/
PLAIN-893,children,http://nutritionfacts.org/topics/children/
PLAIN-894,chili peppers,http://nutritionfacts.org/topics/chili-peppers/
PLAIN-895,Chili's,http://nutritionfacts.org/topics/chilis/
PLAIN-896,China,http://nutritionfacts.org/topics/china/
PLAIN-897,China Study,http://nutritionfacts.org/topics/china-study/
PLAIN-898,Chinese food,http://nutritionfacts.org/topics/chinese-food/
PLAIN-899,chlorella,http://nutritionfacts.org/topics/chlorella/
PLAIN-900,chlorhexidine,http://nutritionfacts.org/topics/chlorhexidine/
PLAIN-903,chocolate,http://nutritionfacts.org/topics/chocolate/
PLAIN-905,cholera,http://nutritionfacts.org/topics/cholera/
PLAIN-906,cholesterol,http://nutritionfacts.org/topics/cholesterol/
PLAIN-907,choline,http://nutritionfacts.org/topics/choline/
PLAIN-908,Chomorro,http://nutritionfacts.org/topics/chomorro/
PLAIN-909,chronic diseases,http://nutritionfacts.org/topics/chronic-diseases/
PLAIN-910,chronic fatigue syndrome,http://nutritionfacts.org/topics/chronic-fatigue-syndrome/
PLAIN-911,ciguatera,http://nutritionfacts.org/topics/ciguatera/
PLAIN-914,cirrhosis,http://nutritionfacts.org/topics/cirrhosis/
PLAIN-915,citric acid,http://nutritionfacts.org/topics/citric-acid/
PLAIN-916,citrulline,http://nutritionfacts.org/topics/citrulline/
PLAIN-917,citrus,http://nutritionfacts.org/topics/citrus/
PLAIN-918,clams,http://nutritionfacts.org/topics/clams/
PLAIN-920,Cleveland Clinic,http://nutritionfacts.org/topics/cleveland-clinic/
PLAIN-921,cloves,http://nutritionfacts.org/topics/cloves/
PLAIN-922,cluster headaches,http://nutritionfacts.org/topics/cluster-headaches/
PLAIN-925,Cochrane Collaboration,http://nutritionfacts.org/topics/cochrane-collaboration/
PLAIN-926,cocoa,http://nutritionfacts.org/topics/cocoa/
PLAIN-927,cocoa butter,http://nutritionfacts.org/topics/cocoa-butter/
PLAIN-928,coconut milk,http://nutritionfacts.org/topics/coconut-milk/
PLAIN-929,coconut oil,http://nutritionfacts.org/topics/coconut-oil/
PLAIN-930,coconut water,http://nutritionfacts.org/topics/coconut-water/
PLAIN-931,coconuts,http://nutritionfacts.org/topics/coconuts/
PLAIN-932,cod,http://nutritionfacts.org/topics/cod/
PLAIN-935,cognition,http://nutritionfacts.org/topics/cognition/
PLAIN-936,cola,http://nutritionfacts.org/topics/cola/
PLAIN-937,colchicine,http://nutritionfacts.org/topics/colchicine/
PLAIN-938,cold hands,http://nutritionfacts.org/topics/cold-hands/
PLAIN-940,colibacillosis,http://nutritionfacts.org/topics/colibacillosis/
PLAIN-941,collard greens,http://nutritionfacts.org/topics/collard-greens/
PLAIN-942,colon cancer,http://nutritionfacts.org/topics/colon-cancer/
PLAIN-943,colon disease,http://nutritionfacts.org/topics/colon-disease/
PLAIN-947,common cold,http://nutritionfacts.org/topics/common-cold/
PLAIN-948,complementary medicine,http://nutritionfacts.org/topics/complementary-medicine/
PLAIN-949,computer eye strain,http://nutritionfacts.org/topics/computer-eye-strain/
PLAIN-950,Concord grapes,http://nutritionfacts.org/topics/concord-grapes/
PLAIN-951,constipation,http://nutritionfacts.org/topics/constipation/
PLAIN-952,Consumers Union,http://nutritionfacts.org/topics/consumers-union/
PLAIN-953,contagious pustular dermatitis,http://nutritionfacts.org/topics/contagious-pustular-dermatitis/
PLAIN-954,convenience,http://nutritionfacts.org/topics/convenience/
PLAIN-957,cooking temperature,http://nutritionfacts.org/topics/cooking-temperature/
PLAIN-958,COPD,http://nutritionfacts.org/topics/copd/
PLAIN-959,copper,http://nutritionfacts.org/topics/copper/
PLAIN-960,coriander,http://nutritionfacts.org/topics/coriander/
PLAIN-961,corn,http://nutritionfacts.org/topics/corn/
PLAIN-962,corn oil,http://nutritionfacts.org/topics/corn-oil/
PLAIN-963,Corn Refiners Association,http://nutritionfacts.org/topics/corn-refiners-association/
PLAIN-964,corn syrup,http://nutritionfacts.org/topics/corn-syrup/
PLAIN-967,cosmic rays,http://nutritionfacts.org/topics/cosmic-rays/
PLAIN-968,cost savings,http://nutritionfacts.org/topics/cost-savings/
PLAIN-969,cough,http://nutritionfacts.org/topics/cough/
PLAIN-970,coumarin,http://nutritionfacts.org/topics/coumarin/
PLAIN-971,cranberries,http://nutritionfacts.org/topics/cranberries/
PLAIN-972,cranberry juice,http://nutritionfacts.org/topics/cranberry-juice/
PLAIN-973,cream,http://nutritionfacts.org/topics/cream/
PLAIN-975,creatine,http://nutritionfacts.org/topics/creatine/
PLAIN-978,crimini mushrooms,http://nutritionfacts.org/topics/crimini-mushrooms/
PLAIN-979,Crisco,http://nutritionfacts.org/topics/crisco/
PLAIN-980,Crohn's disease,http://nutritionfacts.org/topics/crohns-disease/
PLAIN-981,crowberries,http://nutritionfacts.org/topics/crowberries/
PLAIN-982,cruciferous vegetables,http://nutritionfacts.org/topics/cruciferous-vegetables/
PLAIN-983,cryptoxanthin,http://nutritionfacts.org/topics/cryptoxanthin/
PLAIN-984,CSPI,http://nutritionfacts.org/topics/cspi/
PLAIN-985,CT scan,http://nutritionfacts.org/topics/ct-scan/
PLAIN-988,cupcakes,http://nutritionfacts.org/topics/cupcakes/
PLAIN-989,curcumin,http://nutritionfacts.org/topics/curcumin/
PLAIN-990,currants,http://nutritionfacts.org/topics/currants/
PLAIN-991,curry powder,http://nutritionfacts.org/topics/curry-powder/
PLAIN-992,cyanopsia,http://nutritionfacts.org/topics/cyanopsia/
PLAIN-993,cyclamate,http://nutritionfacts.org/topics/cyclamate/
PLAIN-994,cycling,http://nutritionfacts.org/topics/cycling/
PLAIN-995,cysticercosis,http://nutritionfacts.org/topics/cysticercosis/
PLAIN-998,dairy,http://nutritionfacts.org/topics/dairy/
PLAIN-999,dandelion,http://nutritionfacts.org/topics/dandelion/
PLAIN-1000,Daniel Fast,http://nutritionfacts.org/topics/daniel-fast/
PLAIN-1002,dark chocolate,http://nutritionfacts.org/topics/dark-chocolate/
PLAIN-1003,dark meat,http://nutritionfacts.org/topics/dark-meat/
PLAIN-1004,DASH diet,http://nutritionfacts.org/topics/dash-diet/
PLAIN-1005,date sugar,http://nutritionfacts.org/topics/date-sugar/
PLAIN-1006,dates,http://nutritionfacts.org/topics/dates/
PLAIN-1009,dehydration,http://nutritionfacts.org/topics/dehydration/
PLAIN-1010,deli meat,http://nutritionfacts.org/topics/deli-meat/
PLAIN-1011,deli meats,http://nutritionfacts.org/topics/deli-meats/
PLAIN-1012,delta waves,http://nutritionfacts.org/topics/delta-waves/
PLAIN-1013,dementia,http://nutritionfacts.org/topics/dementia/
PLAIN-1014,Denmark,http://nutritionfacts.org/topics/denmark/
PLAIN-1015,dental health,http://nutritionfacts.org/topics/dental-health/
PLAIN-1016,depression,http://nutritionfacts.org/topics/depression/
PLAIN-1019,DHEA,http://nutritionfacts.org/topics/dhea/
PLAIN-1020,Diabeta,http://nutritionfacts.org/topics/diabeta/
PLAIN-1021,diabetes,http://nutritionfacts.org/topics/diabetes/
PLAIN-1022,diacetyl,http://nutritionfacts.org/topics/diacetyl/
PLAIN-1023,diacylglycerol,http://nutritionfacts.org/topics/diacylglycerol/
PLAIN-1024,dialysis,http://nutritionfacts.org/topics/dialysis/
PLAIN-1025,diarrhea,http://nutritionfacts.org/topics/diarrhea/
PLAIN-1026,dieldrin,http://nutritionfacts.org/topics/dieldrin/
PLAIN-1029,digoxin,http://nutritionfacts.org/topics/digoxin/
PLAIN-1030,dioxin,http://nutritionfacts.org/topics/dioxin/
PLAIN-1031,dioxins,http://nutritionfacts.org/topics/dioxins/
PLAIN-1032,dishwashing detergent,http://nutritionfacts.org/topics/dishwashing-detergent/
PLAIN-1033,diverticulitis,http://nutritionfacts.org/topics/diverticulitis/
PLAIN-1034,diverticulosis,http://nutritionfacts.org/topics/diverticulosis/
PLAIN-1035,dizziness,http://nutritionfacts.org/topics/dizziness/
PLAIN-1036,DNA damage,http://nutritionfacts.org/topics/dna-damage/
PLAIN-1040,dopamine,http://nutritionfacts.org/topics/dopamine/
PLAIN-1041,douching,http://nutritionfacts.org/topics/douching/
PLAIN-1042,doughnuts,http://nutritionfacts.org/topics/doughnuts/
PLAIN-1043,Dow Chemical,http://nutritionfacts.org/topics/dow-chemical/
PLAIN-1045,Dr. Benjamin Feingold,http://nutritionfacts.org/topics/dr-benjamin-feingold/
PLAIN-1046,Dr. Benjamin Spock,http://nutritionfacts.org/topics/dr-benjamin-spock/
PLAIN-1047,Dr. Caldwell Esselstyn,http://nutritionfacts.org/topics/dr-caldwell-esselstyn/
PLAIN-1048,Dr. David Jenkins,http://nutritionfacts.org/topics/dr-david-jenkins/
PLAIN-1051,Dr. Denis Burkitt,http://nutritionfacts.org/topics/dr-denis-burkitt/
PLAIN-1055,Dr. Joel Fuhrman,http://nutritionfacts.org/topics/dr-joel-fuhrman/
PLAIN-1057,Dr. John Harvey Kellogg,http://nutritionfacts.org/topics/dr-john-harvey-kellogg/
PLAIN-1058,Dr. John McDougall,http://nutritionfacts.org/topics/dr-john-mcdougall/
PLAIN-1059,Dr. Neal Barnard,http://nutritionfacts.org/topics/dr-neal-barnard/
PLAIN-1061,Dr. Richard Fleming,http://nutritionfacts.org/topics/dr-richard-fleming/
PLAIN-1062,Dr. Roy Swank,http://nutritionfacts.org/topics/dr-roy-swank/
PLAIN-1064,Dr. T. Colin Campbell,http://nutritionfacts.org/topics/dr-t-colin-campbell/
PLAIN-1067,Dr. William Clifford Roberts,http://nutritionfacts.org/topics/dr-william-clifford-roberts/
PLAIN-1068,Dr. William Roberts,http://nutritionfacts.org/topics/dr-william-roberts/
PLAIN-1070,dragon's blood,http://nutritionfacts.org/topics/dragons-blood/
PLAIN-1071,dressings,http://nutritionfacts.org/topics/dressings/
PLAIN-1072,dried fruit,http://nutritionfacts.org/topics/dried-fruit/
PLAIN-1073,drug residues,http://nutritionfacts.org/topics/drug-residues/
